Alter;Reisetaetigkeit;Abteilung;KmZurArbeit;Ausbildung;PersonalNr;Geschlecht;Verdienst;KostensatzTag;Berufserfahrung;Position;Ehestand;AnzFirmen;ueberstunden;ProzentGehaltserhoehung;StandardHours;AktienOptionen;JahreBerufserfahrung;FortbildungProJahr;WorkLifeBalance;Firmenzugehoerigkeit;DauerLetzteFirmenzugehoerigkeit;Performance;Attrition
56;Selten;Entwicklung;1;2;1441;w;2066;1255;1;Wissenschaftler;verheiratet;2;No;22;80;1;5;3;4;3;2;4;No
47;Selten;Entwicklung;2;4;1443;w;17169;359;4;AbteilungsleiterForschung;verheiratet;3;No;19;80;2;26;2;4;20;17;3;No
24;Selten;Vertrieb;4;1;1445;w;4162;1476;2;Vertrieb;verheiratet;1;Yes;12;80;2;5;3;3;5;4;3;No
32;Selten;Vertrieb;7;5;1446;m;9204;601;2;Vertrieb;verheiratet;4;No;12;80;1;7;3;2;4;3;3;No
34;Selten;Entwicklung;1;3;1447;w;3294;401;1;Labortechniker;verheiratet;5;No;17;80;1;7;2;2;5;4;3;No
41;Selten;Entwicklung;5;5;1448;m;2127;1283;1;Wissenschaftler;verheiratet;2;Yes;12;80;0;7;5;2;4;2;3;No
40;Nie;Entwicklung;9;4;1449;m;3975;663;2;Labortechniker;geschieden;3;No;11;80;2;11;2;4;8;7;3;No
31;Selten;Vertrieb;8;2;1453;m;10793;326;3;Vertrieb;geschieden;1;No;18;80;1;13;5;3;13;7;3;No
46;Selten;Vertrieb;9;3;1457;m;10096;377;3;Vertrieb;geschieden;4;No;11;80;1;28;1;4;7;7;3;Yes
39;Nie;Entwicklung;2;3;1458;w;3646;592;1;Labortechniker;ledig;2;Yes;23;80;0;11;2;4;1;0;4;Yes
31;Haeufig;Entwicklung;1;5;1459;w;7446;1445;3;Abteilungsleiter;ledig;1;No;11;80;0;10;2;3;10;8;3;Yes
45;Selten;Entwicklung;20;3;1460;m;10851;1038;3;Produktmanager;geschieden;2;Yes;18;80;1;24;2;3;7;7;3;No
31;Selten;Personal;8;2;1461;w;2109;1398;1;Personal;ledig;9;No;18;80;0;8;3;3;3;2;3;No
31;Haeufig;Entwicklung;2;3;1464;m;3722;523;1;Labortechniker;verheiratet;6;Yes;13;80;1;7;2;1;2;2;3;Yes
45;Selten;Entwicklung;29;3;1465;m;9380;1448;3;Abteilungsleiter;verheiratet;4;Yes;18;80;2;10;4;4;3;1;3;No
48;Selten;Vertrieb;7;3;1466;m;5486;1221;2;Vertrieb;geschieden;4;No;11;80;3;15;3;3;2;2;3;No
34;Selten;Personal;9;4;1467;w;2742;1107;1;Personal;verheiratet;1;No;15;80;0;2;0;3;2;2;3;Yes
40;Nie;Entwicklung;8;1;1468;m;13757;218;3;AbteilungsleiterForschung;geschieden;2;No;11;80;1;16;5;3;9;8;3;No
28;Selten;Vertrieb;5;3;1469;m;8463;866;2;Vertrieb;ledig;0;No;18;80;0;6;4;3;5;4;3;No
44;Nie;Entwicklung;5;3;1471;m;3162;981;1;Labortechniker;ledig;3;No;14;80;0;7;5;3;5;2;3;No
53;Selten;Entwicklung;2;3;1472;m;16598;447;4;AbteilungsleiterForschung;ledig;4;No;12;80;0;35;2;2;9;8;3;No
49;Selten;Entwicklung;5;4;1473;m;6651;1495;2;Produktmanager;verheiratet;2;No;14;80;1;20;0;2;3;2;3;No
40;Selten;Entwicklung;2;3;1474;m;2345;896;1;Wissenschaftler;geschieden;2;No;14;80;1;8;3;4;3;1;3;No
44;Selten;Entwicklung;20;3;1475;m;3420;1467;1;Wissenschaftler;ledig;1;No;13;80;0;6;3;2;5;2;3;No
33;Haeufig;Vertrieb;7;3;1477;m;4373;430;2;Vertrieb;verheiratet;0;No;14;80;2;5;2;3;4;3;3;No
34;Selten;Vertrieb;3;3;1478;m;4759;1326;2;Vertrieb;ledig;3;No;18;80;0;15;2;3;13;9;3;No
30;Selten;Vertrieb;16;1;1479;m;5301;1358;2;Vertrieb;verheiratet;8;No;15;80;2;4;2;2;2;1;3;No
42;Haeufig;Entwicklung;9;2;1480;w;3673;748;1;Labortechniker;ledig;1;No;13;80;0;12;3;3;12;9;3;No
44;Haeufig;Vertrieb;1;5;1481;w;4768;383;2;Vertrieb;verheiratet;7;No;12;80;1;11;4;2;1;0;3;No
30;Nie;Entwicklung;7;3;1482;m;1274;990;1;Wissenschaftler;geschieden;1;No;13;80;2;1;2;2;1;0;3;No
57;Selten;Entwicklung;1;2;1483;m;4900;405;2;Wissenschaftler;verheiratet;0;No;24;80;1;13;2;2;12;9;4;No
49;Selten;Entwicklung;7;4;1484;m;10466;1490;3;Produktmanager;geschieden;3;No;14;80;2;29;3;3;8;7;3;No
34;Haeufig;Entwicklung;15;3;1485;m;17007;829;4;AbteilungsleiterForschung;geschieden;7;No;14;80;2;16;3;2;14;8;3;No
28;Haeufig;Vertrieb;1;3;1486;m;2909;1496;1;Vertriebsmitarbeiter;verheiratet;3;No;15;80;1;5;3;4;3;2;3;Yes
29;Haeufig;Vertrieb;13;3;1487;w;5765;115;2;Vertrieb;ledig;5;No;11;80;0;7;4;1;5;3;3;Yes
34;Selten;Vertrieb;24;4;1489;w;4599;790;2;Vertrieb;ledig;0;Yes;23;80;0;16;2;4;15;9;4;Yes
35;Selten;Vertrieb;7;1;1492;m;2404;660;1;Vertriebsmitarbeiter;verheiratet;1;No;13;80;1;1;3;3;1;0;3;No
24;Haeufig;Entwicklung;9;3;1494;m;3172;381;1;Labortechniker;ledig;2;Yes;11;80;0;4;2;2;0;0;3;Yes
24;Nie;Vertrieb;13;2;1495;w;2033;830;1;Vertriebsmitarbeiter;verheiratet;1;No;13;80;1;1;2;3;1;0;3;No
44;Haeufig;Entwicklung;2;1;1496;m;10209;1193;3;Abteilungsleiter;ledig;5;Yes;18;80;0;16;2;2;2;2;3;No
29;Selten;Vertrieb;19;3;1497;m;8620;1246;2;Vertrieb;geschieden;1;No;14;80;2;10;3;3;10;7;3;No
30;Selten;Personal;1;3;1499;m;2064;330;1;Personal;geschieden;0;No;21;80;1;6;3;4;5;3;4;No
55;Selten;Entwicklung;4;4;1501;m;4035;1229;2;Produktmanager;verheiratet;0;Yes;16;80;0;4;2;3;3;2;3;No
33;Selten;Entwicklung;4;4;1502;w;3838;1099;1;Labortechniker;verheiratet;8;No;11;80;0;8;5;3;5;4;3;No
47;Selten;Vertrieb;14;3;1503;w;4591;571;2;Vertrieb;verheiratet;3;Yes;17;80;1;11;4;2;5;4;3;No
28;Haeufig;Entwicklung;2;2;1504;m;2561;289;1;Labortechniker;ledig;7;No;11;80;0;8;2;2;0;0;3;Yes
28;Selten;Entwicklung;1;3;1506;m;1563;1423;1;Wissenschaftler;geschieden;1;No;14;80;1;1;2;1;1;0;3;No
28;Haeufig;Vertrieb;7;3;1507;m;4898;467;2;Vertrieb;ledig;0;No;14;80;0;5;5;3;4;2;3;No
49;Selten;Entwicklung;3;2;1509;w;4789;271;2;Labortechniker;verheiratet;4;No;25;80;1;10;3;3;3;2;4;No
29;Haeufig;Entwicklung;2;1;1513;w;3180;410;1;Labortechniker;verheiratet;0;No;13;80;3;4;3;3;3;2;3;No
28;Selten;Entwicklung;29;1;1514;m;6549;1083;2;Abteilungsleiter;verheiratet;1;No;14;80;2;8;2;2;8;6;3;No
33;Selten;Entwicklung;8;5;1515;m;6388;516;2;Produktmanager;ledig;2;Yes;17;80;0;14;6;3;0;0;3;No
32;Selten;Entwicklung;10;3;1516;m;11244;495;3;Manager;ledig;2;No;25;80;0;10;5;4;5;2;4;No
54;Haeufig;Entwicklung;11;4;1520;w;16032;1050;4;Manager;geschieden;3;No;20;80;1;26;2;3;14;9;4;No
29;Selten;Entwicklung;1;4;1522;m;2362;224;1;Wissenschaftler;ledig;6;No;13;80;0;11;2;1;9;7;3;Yes
44;Selten;Entwicklung;28;3;1523;m;16328;136;4;AbteilungsleiterForschung;verheiratet;3;No;13;80;1;24;1;4;20;6;3;No
39;Selten;Entwicklung;6;3;1525;w;8376;1089;3;Abteilungsleiter;ledig;4;No;18;80;0;9;3;3;2;0;3;No
46;Selten;Vertrieb;3;3;1527;w;16606;228;4;Manager;verheiratet;8;No;12;80;1;23;2;4;13;12;3;No
35;Selten;Entwicklung;16;3;1529;w;8606;1029;3;Produktmanager;ledig;1;No;19;80;0;11;3;1;11;8;3;No
23;Selten;Entwicklung;20;1;1533;m;2272;507;2;Labortechniker;ledig;0;No;14;80;0;5;2;3;4;3;3;No
40;Selten;Entwicklung;9;4;1534;m;2018;676;1;Labortechniker;ledig;3;No;14;80;0;15;3;1;5;4;3;Yes
34;Selten;Vertrieb;1;3;1535;m;7083;971;3;Vertrieb;verheiratet;1;Yes;14;80;0;10;3;3;10;9;3;No
31;Haeufig;Entwicklung;3;3;1537;w;4084;561;1;Wissenschaftler;ledig;1;No;12;80;0;7;2;1;7;2;3;Yes
50;Haeufig;Entwicklung;22;5;1539;m;14411;333;4;AbteilungsleiterForschung;ledig;1;Yes;13;80;0;32;2;3;32;6;3;No
34;Selten;Vertrieb;7;2;1541;m;2308;1440;1;Vertriebsmitarbeiter;verheiratet;0;Yes;25;80;1;12;4;3;11;10;4;No
42;Selten;Entwicklung;2;3;1542;m;4841;1210;1;Labortechniker;verheiratet;4;No;14;80;1;4;3;3;1;0;3;No
37;Selten;Entwicklung;13;3;1543;m;4285;674;2;Wissenschaftler;verheiratet;1;No;17;80;0;10;2;3;10;8;3;No
29;Selten;Entwicklung;8;1;1544;w;9715;441;2;Produktmanager;verheiratet;3;No;13;80;1;9;3;3;7;7;3;No
33;Selten;Entwicklung;25;3;1545;m;4320;575;2;Abteilungsleiter;ledig;1;No;13;80;0;5;2;3;5;3;3;No
45;Selten;Entwicklung;28;3;1546;m;2132;950;1;Wissenschaftler;verheiratet;4;No;20;80;1;8;3;3;5;4;4;No
42;Haeufig;Entwicklung;2;3;1547;m;10124;288;3;Produktmanager;verheiratet;2;Yes;14;80;1;24;3;1;20;8;3;No
40;Selten;Vertrieb;9;2;1548;m;5473;1342;2;Vertrieb;verheiratet;0;No;12;80;0;9;5;4;8;4;3;No
33;Selten;Entwicklung;28;4;1549;m;5207;589;2;Labortechniker;verheiratet;1;Yes;12;80;1;15;3;3;15;14;3;No
40;Selten;Personal;6;2;1550;m;16437;898;4;Manager;ledig;1;Yes;21;80;0;21;2;3;21;7;4;No
24;Selten;Entwicklung;21;2;1551;m;2296;350;1;Labortechniker;geschieden;0;No;14;80;3;2;3;3;1;1;3;No
40;Nie;Entwicklung;8;2;1552;m;4069;1142;2;Produktmanager;geschieden;3;Yes;18;80;0;8;2;3;2;2;3;No
45;Selten;Entwicklung;1;4;1553;m;7441;538;3;Produktmanager;geschieden;1;No;12;80;3;10;4;3;10;8;3;No
35;Selten;Vertrieb;28;4;1554;w;2430;1402;1;Vertriebsmitarbeiter;verheiratet;0;No;23;80;2;6;5;3;5;3;4;No
32;Selten;Entwicklung;5;2;1555;w;5878;824;2;Wissenschaftler;verheiratet;3;No;12;80;1;12;2;3;7;1;3;No
36;Selten;Vertrieb;2;4;1556;m;2644;1157;1;Vertriebsmitarbeiter;ledig;3;Yes;21;80;0;7;3;2;3;2;4;No
48;Selten;Vertrieb;16;4;1557;w;6439;492;2;Vertrieb;geschieden;8;No;14;80;1;18;2;3;8;7;3;No
29;Selten;Entwicklung;9;3;1558;m;2451;598;1;Wissenschaftler;verheiratet;6;No;18;80;2;5;2;2;1;0;3;No
33;Selten;Vertrieb;8;4;1560;m;6392;1242;2;Vertrieb;verheiratet;2;No;13;80;1;8;6;1;2;2;3;No
30;Selten;Vertrieb;1;3;1562;m;9714;740;2;Vertrieb;verheiratet;1;No;11;80;1;10;4;3;10;8;3;Yes
38;Haeufig;Personal;10;4;1563;m;6077;888;2;Personal;verheiratet;3;No;11;80;0;10;2;3;6;3;3;No
35;Selten;Entwicklung;1;3;1564;m;2450;992;1;Labortechniker;ledig;1;No;19;80;0;3;3;3;3;0;3;No
30;Selten;Vertrieb;29;4;1568;m;9250;1288;3;Vertrieb;verheiratet;3;No;12;80;1;9;3;3;4;2;3;No
35;Selten;Entwicklung;2;3;1569;w;2074;104;1;Labortechniker;geschieden;1;Yes;12;80;1;1;2;3;1;0;3;Yes
53;Selten;Entwicklung;2;5;1572;w;10169;607;3;Abteilungsleiter;verheiratet;0;No;16;80;1;34;4;3;33;7;3;Yes
38;Selten;Entwicklung;2;3;1573;m;4855;903;2;Abteilungsleiter;verheiratet;4;No;11;80;2;7;2;3;5;2;3;Yes
32;Nie;Entwicklung;1;4;1574;m;4087;1200;2;Wissenschaftler;verheiratet;4;No;14;80;1;9;3;2;6;5;3;No
48;Selten;Entwicklung;15;4;1576;w;2367;1108;1;Wissenschaftler;verheiratet;8;No;12;80;1;10;3;2;8;2;3;No
34;Selten;Entwicklung;7;4;1577;m;2972;479;1;Wissenschaftler;ledig;1;No;13;80;0;1;4;1;1;0;3;No
55;Selten;Vertrieb;26;5;1578;m;19586;685;5;Manager;verheiratet;1;No;21;80;1;36;3;3;36;6;4;No
34;Selten;Entwicklung;1;4;1580;m;5484;1351;2;Wissenschaftler;verheiratet;9;No;17;80;1;9;3;2;2;2;3;No
26;Selten;Entwicklung;3;3;1581;w;2061;474;1;Wissenschaftler;verheiratet;1;No;21;80;0;1;5;3;1;0;4;No
38;Selten;Vertrieb;14;3;1582;m;9924;1245;2;Vertrieb;verheiratet;0;No;11;80;1;10;3;3;9;8;3;No
38;Selten;Vertrieb;16;3;1583;w;4198;437;2;Vertrieb;ledig;2;No;12;80;0;8;5;4;3;2;3;No
36;Selten;Vertrieb;1;4;1585;w;6815;884;2;Vertrieb;ledig;6;No;13;80;0;15;5;3;1;0;3;No
29;Selten;Entwicklung;3;1;1586;m;4723;1370;1;Labortechniker;ledig;1;Yes;18;80;0;10;3;3;10;9;3;No
35;Selten;Entwicklung;10;4;1587;w;6142;670;2;Produktmanager;ledig;3;Yes;16;80;0;10;4;3;5;2;3;No
39;Selten;Vertrieb;6;3;1588;m;8237;1462;3;Vertrieb;verheiratet;2;No;11;80;1;11;3;3;7;6;3;No
29;Haeufig;Entwicklung;2;1;1590;m;8853;995;2;Produktmanager;geschieden;1;No;19;80;1;6;0;4;6;4;3;No
50;Selten;Vertrieb;9;3;1591;m;19331;264;5;Manager;verheiratet;4;Yes;16;80;1;27;2;3;1;0;3;No
23;Selten;Entwicklung;10;3;1592;m;2073;977;1;Wissenschaftler;verheiratet;2;No;16;80;1;4;2;3;2;2;3;No
36;Haeufig;Entwicklung;6;4;1594;m;5562;1302;2;Labortechniker;verheiratet;3;Yes;13;80;1;9;3;3;3;2;3;No
42;Selten;Entwicklung;9;2;1595;m;19613;1059;5;Manager;ledig;8;No;22;80;0;24;2;3;1;0;4;No
35;Selten;Entwicklung;28;3;1596;m;3407;750;2;Labortechniker;verheiratet;1;No;17;80;2;10;3;2;10;9;3;No
34;Haeufig;Entwicklung;10;4;1597;m;5063;653;2;Produktmanager;verheiratet;1;No;14;80;1;8;3;2;8;2;3;No
40;Selten;Vertrieb;14;2;1598;w;4639;118;2;Vertrieb;verheiratet;1;No;15;80;1;5;2;3;5;4;3;No
43;Selten;Entwicklung;27;3;1599;m;4876;990;1;Labortechniker;geschieden;5;No;12;80;1;8;0;3;6;4;3;No
35;Selten;Entwicklung;7;2;1601;m;2690;1349;1;Labortechniker;verheiratet;1;No;18;80;1;1;5;2;1;0;3;No
46;Selten;Vertrieb;1;4;1602;m;17567;563;4;Manager;ledig;1;No;15;80;0;27;5;1;26;0;3;No
28;Selten;Entwicklung;24;3;1604;m;2408;329;1;Labortechniker;verheiratet;1;Yes;17;80;3;1;3;3;1;1;3;Yes
22;Nie;Entwicklung;26;2;1605;w;2814;457;1;Wissenschaftler;verheiratet;1;Yes;14;80;0;4;2;2;4;2;3;No
50;Haeufig;Entwicklung;20;5;1606;m;11245;1234;4;Produktmanager;verheiratet;2;Yes;15;80;1;32;3;3;30;8;3;No
32;Selten;Entwicklung;5;4;1607;w;3312;634;1;Wissenschaftler;verheiratet;3;No;17;80;2;6;3;3;3;2;3;No
44;Selten;Entwicklung;7;3;1608;w;19049;1313;5;AbteilungsleiterForschung;geschieden;0;Yes;14;80;1;23;4;2;22;7;3;No
30;Selten;Entwicklung;7;3;1609;m;2141;241;1;Wissenschaftler;verheiratet;1;No;12;80;1;6;3;2;6;4;3;No
45;Selten;Entwicklung;5;5;1611;w;5769;1015;2;Labortechniker;ledig;1;Yes;14;80;0;10;3;3;10;7;3;No
45;Nie;Vertrieb;26;3;1612;m;4385;336;2;Vertrieb;verheiratet;1;No;15;80;1;10;2;3;10;7;3;No
31;Haeufig;Vertrieb;2;4;1613;m;5332;715;2;Vertrieb;ledig;7;No;13;80;0;10;3;3;5;2;3;No
36;Selten;Entwicklung;12;4;1614;w;4663;559;2;Abteilungsleiter;verheiratet;9;Yes;12;80;2;7;2;3;3;2;3;No
34;Haeufig;Entwicklung;10;4;1615;m;4724;426;2;Abteilungsleiter;geschieden;1;No;13;80;1;9;3;3;9;7;3;No
49;Selten;Entwicklung;25;4;1617;w;3211;722;1;Labortechniker;verheiratet;1;No;14;80;1;10;3;2;9;6;3;No
39;Selten;Entwicklung;10;5;1618;m;5377;1387;2;Abteilungsleiter;verheiratet;2;No;13;80;3;10;3;3;7;7;3;No
27;Selten;Entwicklung;19;3;1619;m;4066;1302;1;Labortechniker;geschieden;1;No;11;80;2;7;3;3;7;7;3;No
35;Selten;Entwicklung;18;5;1621;m;5208;819;2;Wissenschaftler;verheiratet;1;No;11;80;0;16;2;3;16;15;3;No
28;Selten;Entwicklung;27;3;1622;w;4877;580;2;Abteilungsleiter;geschieden;0;No;21;80;1;6;5;2;5;3;4;No
21;Selten;Entwicklung;5;1;1623;m;3117;546;1;Wissenschaftler;ledig;1;No;18;80;0;3;2;3;2;2;3;No
18;Haeufig;Vertrieb;3;2;1624;w;1569;544;1;Vertriebsmitarbeiter;ledig;1;Yes;12;80;0;0;2;4;0;0;3;Yes
47;Selten;Personal;26;4;1625;w;19658;1176;5;Manager;verheiratet;3;No;11;80;1;27;2;3;5;2;3;No
39;Selten;Entwicklung;3;2;1627;m;3069;170;2;Labortechniker;geschieden;0;No;15;80;1;11;3;3;10;8;3;No
40;Selten;Entwicklung;15;3;1628;w;10435;884;3;Abteilungsleiter;verheiratet;1;No;13;80;2;18;2;3;18;15;3;No
35;Nie;Entwicklung;8;4;1630;w;4148;208;2;Produktmanager;verheiratet;1;No;12;80;1;15;5;3;14;11;3;No
37;Selten;Entwicklung;19;3;1631;m;5768;671;2;Abteilungsleiter;verheiratet;3;No;17;80;3;9;2;2;4;3;3;No
39;Haeufig;Entwicklung;4;3;1633;w;5042;711;2;Abteilungsleiter;ledig;0;No;13;80;0;10;2;1;9;2;3;No
45;Selten;Entwicklung;2;2;1635;w;5770;1329;2;Abteilungsleiter;geschieden;1;No;19;80;2;10;3;3;10;7;3;No
38;Selten;Entwicklung;2;2;1638;w;7756;397;3;Abteilungsleiter;verheiratet;3;Yes;19;80;1;10;6;4;5;4;3;No
35;Selten;Vertrieb;10;3;1639;m;10306;737;3;Vertrieb;verheiratet;9;No;17;80;0;15;3;3;13;12;3;Yes
37;Selten;Entwicklung;10;3;1640;w;3936;1470;1;Wissenschaftler;verheiratet;1;No;11;80;1;8;2;1;8;4;3;No
40;Selten;Entwicklung;16;3;1641;w;7945;448;3;Abteilungsleiter;ledig;6;Yes;15;80;0;18;2;2;4;2;3;No
44;Haeufig;Personal;1;5;1642;m;5743;602;2;Personal;verheiratet;4;Yes;11;80;0;14;3;3;10;7;3;No
48;Haeufig;Entwicklung;4;5;1644;m;15202;365;4;Manager;verheiratet;2;No;25;80;1;23;3;3;2;2;4;No
35;Selten;Vertrieb;15;2;1645;m;5440;763;2;Vertrieb;geschieden;6;Yes;14;80;2;7;2;2;2;2;3;Yes
24;Haeufig;Entwicklung;2;1;1646;w;3760;567;1;Wissenschaftler;ledig;1;Yes;13;80;0;6;2;3;6;3;3;No
27;Selten;Entwicklung;8;3;1647;w;3517;486;1;Wissenschaftler;verheiratet;7;No;17;80;0;5;0;3;3;2;3;No
27;Haeufig;Entwicklung;2;3;1648;m;2580;591;1;Wissenschaftler;ledig;2;No;13;80;0;6;0;2;4;2;3;No
40;Selten;Entwicklung;7;3;1649;m;2166;1329;1;Labortechniker;ledig;3;Yes;14;80;0;10;3;1;4;2;3;Yes
29;Selten;Vertrieb;10;3;1650;m;5869;469;2;Vertrieb;ledig;9;No;11;80;0;8;2;3;5;2;3;No
36;Selten;Entwicklung;5;4;1651;w;8008;711;3;Produktmanager;verheiratet;4;No;12;80;2;9;6;3;3;2;3;No
25;Haeufig;Entwicklung;2;1;1653;m;5206;772;2;Abteilungsleiter;geschieden;1;No;17;80;2;7;6;3;7;7;3;No
39;Selten;Entwicklung;12;3;1654;m;5295;492;2;Abteilungsleiter;verheiratet;4;No;21;80;0;7;3;3;5;4;4;No
49;Selten;Entwicklung;22;4;1655;w;16413;301;4;AbteilungsleiterForschung;verheiratet;3;No;16;80;2;27;2;3;4;2;3;No
50;Selten;Entwicklung;17;5;1656;w;13269;813;3;AbteilungsleiterForschung;geschieden;5;No;15;80;3;19;3;3;14;11;3;No
20;Selten;Vertrieb;2;3;1657;w;2783;1141;1;Vertriebsmitarbeiter;ledig;1;No;19;80;0;2;3;3;2;2;3;No
34;Selten;Entwicklung;3;3;1658;w;5433;1130;2;Wissenschaftler;geschieden;1;No;12;80;1;11;2;3;11;8;3;No
36;Selten;Entwicklung;7;3;1659;m;2013;311;1;Labortechniker;ledig;2;No;11;80;0;15;4;3;4;3;3;No
49;Selten;Entwicklung;6;1;1661;w;13966;465;4;Produktmanager;verheiratet;2;Yes;19;80;1;30;3;3;15;11;3;No
36;Nie;Entwicklung;1;4;1662;w;4374;894;2;Abteilungsleiter;verheiratet;0;No;15;80;0;4;6;3;3;2;3;No
36;Selten;Entwicklung;3;2;1664;m;6842;1040;2;Produktmanager;geschieden;6;No;20;80;1;13;3;3;5;4;4;No
54;Selten;Entwicklung;22;5;1665;w;17426;584;4;Manager;verheiratet;3;No;25;80;1;36;6;3;10;8;4;No
43;Selten;Entwicklung;15;2;1666;m;17603;1291;4;AbteilungsleiterForschung;verheiratet;1;No;24;80;1;14;3;3;14;10;4;No
35;Haeufig;Vertrieb;12;4;1667;m;4581;880;2;Vertrieb;ledig;3;Yes;24;80;0;13;2;4;11;9;4;Yes
38;Haeufig;Entwicklung;1;3;1668;m;4735;1189;2;Wissenschaftler;verheiratet;7;No;15;80;2;19;4;4;13;11;3;No
29;Selten;Vertrieb;5;3;1669;m;4187;991;2;Vertrieb;geschieden;1;Yes;13;80;1;10;3;2;10;0;3;No
33;Selten;Vertrieb;2;4;1670;m;5505;392;2;Vertrieb;geschieden;1;No;14;80;2;6;5;3;6;2;3;No
32;Selten;Entwicklung;2;3;1671;m;5470;977;2;Wissenschaftler;geschieden;0;No;13;80;2;10;4;2;9;5;3;No
31;Selten;Vertrieb;5;4;1673;w;5476;1112;2;Vertrieb;verheiratet;1;No;11;80;2;10;2;3;10;0;3;No
49;Selten;Entwicklung;16;3;1674;w;2587;464;1;Labortechniker;geschieden;4;Yes;16;80;1;17;2;2;2;2;3;No
38;Haeufig;Entwicklung;2;3;1675;w;2440;148;1;Labortechniker;ledig;1;No;22;80;0;4;3;3;4;3;4;No
47;Selten;Vertrieb;2;4;1676;w;15972;1225;4;Manager;geschieden;6;No;14;80;3;29;2;3;3;2;3;No
49;Selten;Entwicklung;1;3;1677;m;15379;809;4;Manager;ledig;4;No;14;80;0;23;2;3;8;7;3;No
41;Selten;Vertrieb;23;2;1678;m;7082;1206;3;Vertrieb;ledig;3;Yes;16;80;0;21;2;3;2;0;3;No
20;Selten;Vertrieb;9;1;1680;m;2728;727;1;Vertriebsmitarbeiter;ledig;1;No;11;80;0;2;3;3;2;2;3;No
33;Nie;Vertrieb;16;3;1681;w;5368;530;2;Vertrieb;geschieden;1;Yes;25;80;1;7;2;3;6;5;4;No
36;Selten;Entwicklung;26;4;1682;m;5347;1351;2;Produktmanager;verheiratet;6;No;14;80;2;10;2;2;3;2;3;No
44;Selten;Personal;1;3;1683;w;3195;528;1;Personal;geschieden;4;Yes;18;80;3;8;2;3;2;2;3;No
23;Selten;Entwicklung;8;1;1684;m;3989;1320;1;Labortechniker;ledig;1;Yes;11;80;0;5;2;3;5;4;3;Yes
38;Selten;Entwicklung;4;2;1687;w;3306;1495;1;Labortechniker;verheiratet;7;No;19;80;1;7;5;2;0;0;3;No
53;Selten;Entwicklung;24;4;1689;m;7005;1395;3;Produktmanager;verheiratet;3;No;15;80;0;11;2;3;4;3;3;No
48;Haeufig;Vertrieb;7;2;1691;w;2655;708;1;Vertriebsmitarbeiter;verheiratet;2;Yes;11;80;2;19;3;3;9;7;3;Yes
32;Selten;Entwicklung;2;4;1692;m;1393;1259;1;Labortechniker;ledig;1;No;12;80;0;1;2;3;1;0;3;Yes
26;Nie;Entwicklung;7;3;1693;m;2570;786;1;Labortechniker;ledig;1;No;20;80;0;7;5;3;7;7;4;No
55;Selten;Entwicklung;22;3;1694;m;3537;1441;1;Wissenschaftler;geschieden;5;No;12;80;1;8;1;3;4;2;3;No
34;Selten;Entwicklung;5;2;1696;m;3986;1157;2;Labortechniker;verheiratet;1;No;14;80;1;15;3;4;15;10;3;No
60;Selten;Entwicklung;1;4;1697;m;10883;370;3;Produktmanager;geschieden;3;No;20;80;1;19;2;4;1;0;4;No
33;Selten;Entwicklung;21;3;1698;m;2028;267;1;Labortechniker;verheiratet;1;No;18;80;3;14;6;3;14;11;3;No
37;Haeufig;Vertrieb;1;4;1700;m;9525;1278;2;Vertrieb;geschieden;1;No;14;80;2;6;2;2;6;3;3;No
34;Selten;Entwicklung;19;3;1701;w;2929;678;1;Wissenschaftler;verheiratet;1;No;12;80;0;10;3;3;10;9;3;No
23;Selten;Vertrieb;7;3;1702;m;2275;427;1;Vertriebsmitarbeiter;geschieden;1;Yes;21;80;1;3;2;3;3;2;4;Yes
44;Selten;Entwicklung;2;3;1703;w;7879;921;3;Produktmanager;verheiratet;1;Yes;19;80;1;9;2;3;8;7;3;No
35;Haeufig;Entwicklung;2;4;1704;m;4930;146;1;Wissenschaftler;ledig;0;Yes;14;80;0;6;2;4;5;4;3;No
43;Selten;Vertrieb;2;3;1706;m;7847;1179;2;Vertrieb;verheiratet;1;Yes;17;80;1;10;3;3;10;9;3;No
24;Selten;Entwicklung;9;3;1707;m;4401;581;1;Wissenschaftler;verheiratet;1;No;16;80;1;5;1;3;5;3;3;No
41;Selten;Vertrieb;6;3;1708;m;9241;918;3;Vertrieb;ledig;1;No;12;80;0;10;3;3;10;8;3;No
29;Selten;Entwicklung;9;4;1709;w;2974;1082;1;Labortechniker;verheiratet;9;No;17;80;1;9;2;3;5;3;3;No
36;Selten;Vertrieb;2;4;1710;w;4502;530;2;Vertriebsmitarbeiter;ledig;3;No;15;80;0;17;2;2;13;7;3;No
45;Nie;Entwicklung;1;1;1712;m;10748;1238;3;Produktmanager;verheiratet;3;No;23;80;1;25;3;2;23;15;4;No
24;Selten;Personal;22;1;1714;m;1555;240;1;Personal;verheiratet;1;No;11;80;1;1;2;3;1;0;3;Yes
47;Haeufig;Vertrieb;9;3;1716;m;12936;1093;4;Vertrieb;verheiratet;7;No;11;80;0;25;3;1;23;5;3;Yes
26;Selten;Entwicklung;17;4;1718;m;2305;390;1;Labortechniker;verheiratet;1;No;15;80;3;3;3;4;3;2;3;No
45;Selten;Entwicklung;28;2;1719;w;16704;1005;4;AbteilungsleiterForschung;ledig;1;No;11;80;0;21;2;3;21;6;3;No
